geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
17580,pompeia,SP,-22.10502157,-50.17388669
17513,marilia,SP,-22.2005805,-49.94064949
17514,marilia,SP,-22.18874225,-49.93422579
17504,marilia,SP,-22.21473181,-49.96619858
17526,marilia,SP,-22.22999786,-49.97161785
17515,marilia,SP,-22.21046103,-49.93571261
17522,marilia,SP,-22.25012428,-49.93142526
17502,marilia,SP,-22.22235559,-49.95766148
17524,marilia,SP,-22.2412196,-49.93576756
17500,marilia,SP,-22.21740596,-49.95110711
17560,vera cruz,SP,-22.21809436,-49.81905988
17505,marilia,SP,-22.20255752,-49.96556028
17521,marilia,SP,-22.24352659,-49.91885152
17510,marilia,SP,-22.19308205,-49.94892675
17506,marilia,SP,-22.20594852,-49.95494015
17525,marilia,SP,-22.23278172,-49.9645377
17527,marilia,SP,-22.21960116,-49.97374184
17570,oriente,SP,-22.15321603,-50.09624064
17533,marilia,SP,-22.24115189,-49.93583164
17540,ocaucu,SP,-22.43990321,-49.91716777
17503,marilia,SP,-22.22425063,-49.96569825
17532,marilia,SP,-22.22561246,-49.96333936
17607,tupa,SP,-21.91539777,-50.5282089
17602,tupa,SP,-21.93532102,-50.49756183
17690,bastos,SP,-21.92576605,-50.74077415
17650,herculandia,SP,-22.00049437,-50.39171239
17680,iacri,SP,-21.85814149,-50.6923368
17603,tupa,SP,-21.94846574,-50.50900527
17670,quintana,SP,-22.06828337,-50.30733411
17600,tupa,SP,-21.93734046,-50.51213791
17601,tupa,SP,-21.93096304,-50.50950988
17606,tupa,SP,-21.91979368,-50.52628819
17605,tupa,SP,-21.93658829,-50.522384
17630,arco-iris,SP,-21.77295085,-50.46204258
17604,tupa,SP,-21.94273906,-50.52301705
17610,tupa,SP,-21.92198402,-50.50305206
17625,tupa,SP,-22.08339563,-50.54042481
17700,osvaldo cruz,SP,-21.78761367,-50.87213185
17780,lucelia,SP,-21.72156947,-51.02246172
17740,rinopolis,SP,-21.71374425,-50.72688566
17730,parapua,SP,-21.77408813,-50.78715694
17710,sagres,SP,-21.8837808,-50.95754683
17760,inubia paulista,SP,-21.76939272,-50.96046181
17790,pracinha,SP,-21.85139822,-51.08702932
17720,salmourao,SP,-21.62827011,-50.86058605
17800,adamantina,SP,-21.68804677,-51.08242333
17890,junqueiropolis,SP,-21.51865436,-51.43460141
17860,pacaembu,SP,-21.5617396,-51.26475571
17870,flora rica,SP,-21.6769622,-51.38153984
17830,florida paulista,SP,-21.61635582,-51.16674315
17880,irapuru,SP,-21.56437541,-51.34768356
17810,mariapolis,SP,-21.79577562,-51.18586975
17900,dracena,SP,-21.4988715,-51.537861
17920,ouro verde,SP,-21.48988238,-51.69792377
17970,sao joao do pau d'alho,SP,-21.27237155,-51.66602322
17980,panorama,SP,-21.36230768,-51.86346634
17930,tupi paulista,SP,-21.38291084,-51.56972112
17960,monte castelo,SP,-21.29895714,-51.56497059
17990,pauliceia,SP,-21.31281309,-51.83666963
17940,santa mercedes,SP,-21.34795564,-51.75103153
17950,nova guataporanga,SP,-21.33493315,-51.64326467
17970,sao joao do pau d alho,SP,-21.27158213,-51.66631293
17905,jamaica,SP,-24.24280448,-46.88706554
17970,sao joao do pau dalho,SP,-21.26970411,-51.66621568
17970,sao joao do pau d%26apos%3balho,SP,-21.2691653,-51.66875752
18044,sorocaba,SP,-23.5098647,-47.48412127
18070,sorocaba,SP,-23.47779748,-47.48145219
18035,sorocaba,SP,-23.50105812,-47.46835502
18020,sorocaba,SP,-23.50804657,-47.43870771
18078,sorocaba,SP,-23.4272205,-47.46811612
18074,sorocaba,SP,-23.44828104,-47.48873628
18072,sorocaba,SP,-23.42932935,-47.50644636
18040,sorocaba,SP,-23.50436813,-47.46615628
18086,sorocaba,SP,-23.44975663,-47.44093186
18043,sorocaba,SP,-23.50450738,-47.47555994
18080,sorocaba,SP,-23.4835541,-47.45381582
18076,sorocaba,SP,-23.4623717,-47.47117224
18047,sorocaba,SP,-23.52940752,-47.46737141
18071,sorocaba,SP,-23.4717535,-47.50644372
18050,sorocaba,SP,-23.52983427,-47.48950578
18046,sorocaba,SP,-23.51922386,-47.47493708
18085,sorocaba,SP,-23.46869789,-47.43897813
18017,sorocaba,SP,-23.49419006,-47.40954169
18013,sorocaba,SP,-23.4932784,-47.40939552
18087,sorocaba,SP,-23.442174,-47.4549345
18090,sorocaba,SP,-23.47415848,-47.45506425
18060,sorocaba,SP,-23.49203174,-47.47300904
18030,sorocaba,SP,-23.50590293,-47.46270407
18055,sorocaba,SP,-23.48974156,-47.50992118
18025,sorocaba,SP,-23.52048025,-47.44649733
18053,sorocaba,SP,-23.4981155,-47.5167915
18052,sorocaba,SP,-23.53901339,-47.4910423
18045,sorocaba,SP,-23.51628084,-47.47683204
18081,sorocaba,SP,-23.47288663,-47.44472631
18095,sorocaba,SP,-23.49045284,-47.45339333
18015,sorocaba,SP,-23.49636708,-47.43890031
18075,sorocaba,SP,-23.47875411,-47.4679305
18048,sorocaba,SP,-23.53401197,-47.46735238
18016,sorocaba,SP,-23.49902773,-47.42744499
18057,sorocaba,SP,-23.4852495,-47.50875151
18051,sorocaba,SP,-23.50952351,-47.5156125
18065,sorocaba,SP,-23.48182105,-47.48028152
18077,sorocaba,SP,-23.4505939,-47.47570043
18079,sorocaba,SP,-23.42582529,-47.45945531
18031,sorocaba,SP,-23.51480563,-47.4635549
18010,sorocaba,SP,-23.49775843,-47.45587543
18054,sorocaba,SP,-23.49139164,-47.51863904
18061,sorocaba,SP,-23.4933045,-47.48204226
18066,sorocaba,SP,-23.48065213,-47.49759064
18056,sorocaba,SP,-23.50407808,-47.50637508
18021,sorocaba,SP,-23.50616891,-47.43999488
18022,sorocaba,SP,-23.52429559,-47.4343525
18084,sorocaba,SP,-23.47591159,-47.41709677
18023,sorocaba,SP,-23.51053162,-47.35567459
18073,sorocaba,SP,-23.39282911,-47.51910164
18120,mairinque,SP,-23.53277247,-47.16937116
18195,capela do alto,SP,-23.47287828,-47.73499743
18143,sao roque,SP,-23.55337217,-47.08768523
18117,votorantim,SP,-23.57105744,-47.45745449
18185,pilar do sul,SP,-23.82123744,-47.71739094
18125,aluminio,SP,-23.51736771,-47.26079094
18147,aracariguama,SP,-23.43214914,-47.06714458
18110,votorantim,SP,-23.54069993,-47.45842623
18160,salto de pirapora,SP,-23.66450292,-47.58176143
18190,aracoiaba da serra,SP,-23.511645,-47.567511
18114,votorantim,SP,-23.54591636,-47.43786045
18103,sorocaba,SP,-23.41617649,-47.42898359
18116,votorantim,SP,-23.55484324,-47.45986166
18130,sao roque,SP,-23.53626696,-47.13489184
18111,votorantim,SP,-23.53756428,-47.43460054
18136,sao roque,SP,-23.5609633,-47.14802654
18105,sorocaba,SP,-23.40641935,-47.37584946
18170,piedade,SP,-23.70536295,-47.42779076
18135,sao roque,SP,-23.54575742,-47.12353108
18150,ibiuna,SP,-23.65511362,-47.22029237
18133,sao roque,SP,-23.5118957,-47.06599346
18115,votorantim,SP,-23.55641699,-47.4445312
18180,tapirai,SP,-23.9631079,-47.50395761
18108,sorocaba,SP,-23.49622488,-47.37041895
18145,sao roque,SP,-23.59535458,-47.15067793
18112,votorantim,SP,-23.52704626,-47.43206506
18113,votorantim,SP,-23.5389904,-47.41262275
18104,sorocaba,SP,-23.41120727,-47.38816356
18119,votorantim,SP,-23.5401465,-47.49201646
18132,sao roque,SP,-23.52107853,-47.13817243
18134,sao roque,SP,-23.52409746,-47.12697858
18131,sao roque,SP,-23.53595654,-47.15636481
18140,sao roque,SP,-23.53931439,-47.03799945
18118,votorantim,SP,-23.47500354,-46.85408158
18155,paruru,SP,-23.67638731,-47.32135747
18240,angatuba,SP,-23.48382538,-48.42423505
18230,sao miguel arcanjo,SP,-23.87698417,-47.99714487
18220,alambari,SP,-23.56809286,-47.88939112
18270,tatui,SP,-23.35128889,-47.84453389
18207,itapetininga,SP,-23.59969949,-48.06179359
18225,sarapui,SP,-23.63167971,-47.82574846
18271,tatui,SP,-23.32324191,-47.86879571
18212,itapetininga,SP,-23.57506676,-48.04125626
18285,cesario lange,SP,-23.23533832,-47.96399245
18275,tatui,SP,-23.35135457,-47.85525166
18290,buri,SP,-23.79940055,-48.59176822
18213,itapetininga,SP,-23.570764,-48.01854695
18200,itapetininga,SP,-23.58796435,-48.0505151
18260,porangaba,SP,-23.18190866,-48.12261144
18209,itapetininga,SP,-23.58334052,-48.07227311
18211,itapetininga,SP,-23.57032615,-48.04184261
18250,guarei,SP,-23.37379497,-48.18632121
18202,itapetininga,SP,-23.58350134,-48.01766454
18279,tatui,SP,-23.31378262,-47.82406902
18203,itapetininga,SP,-23.59690845,-48.02921119
18273,tatui,SP,-23.34916647,-47.82274418
18201,itapetininga,SP,-23.58921582,-48.03714785
18265,torre de pedra,SP,-23.24553434,-48.19498886
18277,tatui,SP,-23.3533248,-47.86800363
18214,itapetininga,SP,-23.57482734,-48.0200105
18205,itapetininga,SP,-23.59871557,-48.04625843
18272,tatui,SP,-23.3412449,-47.82557857
18278,tatui,SP,-23.34396805,-47.85528519
18276,tatui,SP,-23.36418071,-47.87145173
18206,itapetininga,SP,-23.61424452,-48.06252215
18280,tatui,SP,-23.33475274,-47.86758203
18274,tatui,SP,-23.38329098,-47.84804917
18245,campina do monte alegre,SP,-23.58775212,-48.47618365
18210,itapetininga,SP,-23.58262064,-48.04910657
18208,itapetininga,SP,-23.59370534,-48.06756371
18216,conceicao,SP,-22.04286332,-47.89293324
18217,rechan,SP,-23.59893942,-48.31949411
18218,gramadinho,SP,-23.77069186,-48.12964897
18215,itapetininga,SP,-23.58710826,-47.98254355
18255,quadra,SP,-23.30123838,-48.05726268
18204,itapetininga,SP,-23.60776071,-48.01382835
18243,bom retiro da esperanca,SP,28.00897834,-15.53686718
18271,sao paulo,SP,-23.34482904,-47.84195906
18240,sorocaba,SP,-23.49133349,-48.42040983
18320,apiai,SP,-24.47346038,-48.75588891
18300,capao bonito,SP,-24.00667315,-48.34824635
18310,guapiara,SP,-24.19487305,-48.53306802
18301,capao bonito,SP,-23.99106796,-48.34708022
18303,capao bonito,SP,-23.98103835,-48.34482042
18305,capao bonito,SP,-24.01361126,-48.34611954
18360,itaoca,SP,-24.64356723,-48.83682267
18304,capao bonito,SP,-24.006789,-48.34057275
18380,ribeira,SP,-24.65871524,-49.00886137
18330,iporanga,SP,-24.58616963,-48.59613687
18315,ribeirao grande,SP,-24.09952139,-48.3656942
18325,barra do chapeu,SP,-24.47481822,-49.02694996
18307,capao bonito,SP,-24.01099371,-48.35167652
18385,itapirapua paulista,SP,-24.57727074,-49.16968693
18302,capao bonito,SP,-23.98508402,-48.35312612
18306,capao bonito,SP,-24.01569324,-48.3488138
18411,itapeva,SP,-23.96930623,-48.88374538
18401,itapeva,SP,-23.97586369,-48.87459953
18407,itapeva,SP,-23.99448334,-48.89186808
18410,itapeva,SP,-23.9773496,-48.88314074
18400,itapeva,SP,-23.98884665,-48.87293866
18460,itarare,SP,-24.11419117,-49.33254227
18408,itapeva,SP,-24.00198963,-48.90168669
18406,itapeva,SP,-23.99483038,-48.89099895
18435,nova campina,SP,-24.12512958,-48.90885882
18440,itabera,SP,-23.86821651,-49.14287527
18480,itaporanga,SP,-23.70176978,-49.48408686
18425,taquarivai,SP,-23.92734474,-48.70272015
18470,riversul,SP,-23.82534356,-49.43195614
18420,guarizinho,SP,-23.71135913,-48.85171942
18409,itapeva,SP,-23.98115243,-48.88871042
18430,ribeirao branco,SP,-24.22792072,-48.7669704
18490,barao de antonina,SP,-23.63196979,-49.55978874
18405,itapeva,SP,-23.99633798,-48.87768229
18402,itapeva,SP,-23.94990098,-48.87680083
18412,itapeva,SP,-23.97074629,-48.90965271
18404,itapeva,SP,-23.99327609,-48.86410477
18403,itapeva,SP,-23.98311873,-48.86902687
18475,bom sucesso de itarare,SP,-24.31984235,-49.13943525
18550,boituva,SP,-23.27965763,-47.66185658
18520,cerquilho,SP,-23.17098516,-47.73847012
18540,porto feliz,SP,-23.21364281,-47.5220451
18580,pereiras,SP,-23.07576328,-47.97498318
18560,ipero,SP,-23.3527701,-47.69201207
18570,conchas,SP,-23.01537893,-48.00898983
18500,laranjal paulista,SP,-23.03582473,-47.83630266
18530,tiete,SP,-23.11223966,-47.71121421
18535,jumirim,SP,-23.08312657,-47.79185218
18590,bofete,SP,-23.10845938,-48.25612173
18510,maristela,SP,-23.03751583,-47.89594374
18670,areiopolis,SP,-22.67471202,-48.66536892
18682,lencois paulista,SP,-22.60405059,-48.79505561
18650,sao manuel,SP,-22.7274032,-48.60008416
18602,botucatu,SP,-22.89049421,-48.4448295
18603,botucatu,SP,-22.8843251,-48.45934051
18608,botucatu,SP,-22.86981926,-48.45696375
18655,aparecida de sao manuel,SP,-22.73699757,-48.57201077
18600,botucatu,SP,-22.88858504,-48.44275076
18601,botucatu,SP,-22.90056866,-48.4301818
18606,botucatu,SP,-22.89466494,-48.45187419
18675,borebi,SP,-22.57384054,-48.96905766
18604,botucatu,SP,-22.87815755,-48.42619899
18620,anhembi,SP,-22.78982851,-48.12894814
18610,botucatu,SP,-22.85427885,-48.44620613
18609,botucatu,SP,-22.84996608,-48.45374433
18683,lencois paulista,SP,-22.60258647,-48.8124715
18605,botucatu,SP,-22.90868371,-48.44025495
18640,pardinho,SP,-23.08776094,-48.3693356
18690,itatinga,SP,-23.10283742,-48.61625229
18685,lencois paulista,SP,-22.5850882,-48.81097522
18607,botucatu,SP,-22.88535685,-48.47764303
18611,botucatu,SP,-22.87241741,-48.43285475
18688,alfredo guedes,SP,-22.58705671,-48.79678023
18681,lencois paulista,SP,-22.59942838,-48.77999586
18680,lencois paulista,SP,-22.59872085,-48.79900625
18618,botucatu,SP,-22.89645532,-48.49566412
18660,pratania,SP,-22.8103747,-48.66606714
18684,lencois paulista,SP,-22.58690786,-48.81243163
18619,botucatu,SP,-22.7810998,-48.3999777
18686,lencois paulista,SP,-22.59156537,-48.78539668
18615,botucatu,SP,-22.9334212,-48.4473661
18618,rubiao junior,SP,-22.90540502,-48.49006555
18630,piramboia,SP,-22.93627203,-48.16220029
18705,avare,SP,-23.09234272,-48.94030211
18760,cerqueira cesar,SP,-23.03759603,-49.16336119
18740,taquarituba,SP,-23.54693603,-49.24424538
18720,paranapanema,SP,-23.38558608,-48.71884723
18725,holambra ii,SP,-23.427981,-48.8691315
18745,coronel macedo,SP,-23.6312683,-49.31493273
18700,avare,SP,-23.10850461,-48.91828526
18730,itai,SP,-23.419413,-49.098447
18704,avare,SP,-23.11091977,-48.9377225
18702,avare,SP,-23.11054899,-48.90087226
18790,oleo,SP,-22.94136574,-49.34071409
18701,avare,SP,-23.10536661,-48.91147057
18780,manduri,SP,-23.00660004,-49.32093007
18707,avare,SP,-23.07446447,-48.92258919
18775,iaras,SP,-22.87255611,-49.16259157
18706,avare,SP,-23.09312904,-48.92550647
18703,avare,SP,-23.12270804,-48.92144119
18708,avare,SP,-23.07523166,-48.9160097
18770,aguas de santa barbara,SP,-22.88770496,-49.23640149
18710,arandu,SP,-23.13505694,-49.04925971
18725,paranapanema,SP,-23.4458693,-48.87621666
18800,piraju,SP,-23.20060313,-49.38191048
18870,fartura,SP,-23.38718763,-49.51380562
18890,taguai,SP,-23.45522262,-49.40848379
18840,sarutaia,SP,-23.27533751,-49.4818983
18860,timburi,SP,-23.20378453,-49.60220411
18830,tejupa,SP,-23.3454336,-49.37788786
18900,santa cruz do rio pardo,SP,-22.88361087,-49.61785424
18950,ipaussu,SP,-23.05035208,-49.62755542
18970,chavantes,SP,-23.03691086,-49.70481997
18940,sao pedro do turvo,SP,-22.74677405,-49.74240751
18960,bernardino de campos,SP,-23.0149159,-49.47322146
18935,espirito santo do turvo,SP,-22.69714428,-49.43342705
18990,canitar,SP,-23.00620241,-49.7830115
18980,irape,SP,-23.06013835,-49.7381532
18980,chavantes,SP,-23.03800488,-49.70911222
18910,sodrelia,SP,-22.95583678,-49.53826089
18915,caporanga,SP,-22.71582921,-49.57165966
19025,presidente prudente,SP,-22.09785593,-51.4015694
19030,presidente prudente,SP,-22.11976665,-51.37709729
19053,presidente prudente,SP,-22.14977665,-51.42303863
19015,presidente prudente,SP,-22.12340937,-51.39556785
19010,presidente prudente,SP,-22.11977779,-51.38167545
19023,presidente prudente,SP,-22.1154519,-51.39640854
19050,presidente prudente,SP,-22.13375625,-51.40243509
19041,presidente prudente,SP,-22.13826091,-51.38341106
19067,presidente prudente,SP,-22.12190498,-51.4283913
19033,presidente prudente,SP,-22.0879729,-51.38697544
19020,presidente prudente,SP,-22.13651597,-51.3962043
19061,presidente prudente,SP,-22.13046898,-51.4084966
19064,presidente prudente,SP,-22.16252858,-51.45320419
19045,presidente prudente,SP,-22.14161044,-51.38371801
19026,presidente prudente,SP,-22.10540241,-51.41370442
19060,presidente prudente,SP,-22.1271409,-51.42017612
19035,presidente prudente,SP,-22.12779463,-51.37160944
19031,presidente prudente,SP,-22.13111361,-51.37883476
19028,presidente prudente,SP,-22.08411605,-51.4293325
19063,presidente prudente,SP,-22.13182619,-51.45076132
19043,presidente prudente,SP,-22.15898564,-51.37597594
19062,presidente prudente,SP,-22.13113755,-51.42641733
19057,presidente prudente,SP,-22.11733429,-51.4393078
19065,presidente prudente,SP,-22.10411975,-51.43176163
19013,presidente prudente,SP,-22.1294798,-51.39151634
19066,presidente prudente,SP,-22.10656294,-51.4286241
19068,presidente prudente,SP,-22.100751,-51.43222575
19027,presidente prudente,SP,-22.11414425,-51.42129394
19034,presidente prudente,SP,-22.08196972,-51.38406844
19046,presidente prudente,SP,-22.14532684,-51.38439308
19014,presidente prudente,SP,-22.12924098,-51.3966735
19085,presidente prudente,SP,-22.10819604,-51.43849052
19042,presidente prudente,SP,-22.13392716,-51.36875322
19024,presidente prudente,SP,-22.10075825,-51.39446226
19040,presidente prudente,SP,-22.13134613,-51.38070034
19051,presidente prudente,SP,-22.14335324,-51.45756409
19097,presidente prudente,SP,-22.07526374,-51.36202531
19070,presidente prudente,SP,-22.15166475,-51.42951075
19036,presidente prudente,SP,-22.11297471,-51.39388535
19029,presidente prudente,SP,-22.07708974,-51.41548625
19160,alvares machado,SP,-22.07766807,-51.46934117
19120,presidente prudente,SP,-21.96276907,-51.30908105
19110,presidente prudente,SP,-22.05381167,-51.3420692
19190,santo expedito,SP,-21.84777797,-51.39128995
19100,presidente prudente,SP,-22.08725621,-51.40445862
19120,floresta do sul,SP,-21.96092169,-51.3084774
19180,alfredo marcondes,SP,-21.95465324,-51.41971584
19140,presidente prudente,SP,-21.80310403,-51.30043489
19130,eneida,SP,-21.91495351,-51.3010115
19200,pirapozinho,SP,-22.28096583,-51.49055492
19280,teodoro sampaio,SP,-22.5311132,-52.16524105
19220,narandiba,SP,-22.40733115,-51.52248755
19275,euclides da cunha paulista,SP,-22.55817596,-52.59030575
19210,tarabai,SP,-22.30463335,-51.55676672
19273,rosana,SP,-22.5330615,-52.95538125
19250,sandovalina,SP,-22.45687397,-51.76769046
19260,mirante do paranapanema,SP,-22.29121299,-51.90590718
19230,estrela do norte,SP,-22.486332,-51.6725495
19274,primavera,SP,-22.53066969,-52.94676899
19270,cuiaba paulista,SP,-22.28476382,-52.1036856
19274,rosana,SP,-22.53061571,-52.94513043
19295,teodoro sampaio,SP,-22.54065716,-52.18066124
19265,costa machado,SP,-22.21618362,-51.83461035
19360,santo anastacio,SP,-21.97299879,-51.66095531
19300,presidente bernardes,SP,-22.00238579,-51.56036411
19350,emilianopolis,SP,-21.83486363,-51.48205258
19380,ribeirao dos indios,SP,-21.792279,-51.592391
19330,nova patria,SP,-22.21936532,-51.6407147
19400,presidente venceslau,SP,-21.88154934,-51.8462193
19470,presidente epitacio,SP,-21.77289607,-52.10945788
19430,maraba paulista,SP,-22.10593223,-51.96536756
19450,caiua,SP,-21.83324849,-51.98688884
19410,piquerobi,SP,-21.88654672,-51.72992783
19490,campinal,SP,-22.86336046,-47.05542147
19570,regente feijo,SP,-22.21174808,-51.304797
19590,taciba,SP,-22.39382052,-51.29361375
19500,martinopolis,SP,-22.14932468,-51.1645714
19560,indiana,SP,-22.17782366,-51.25471324
19575,espigao,SP,-22.19467997,-51.35655467
19580,anhumas,SP,-22.29750672,-51.38926406
19530,caiabu,SP,-22.01607047,-51.23652682
19540,iubatinga,SP,-21.77563441,-48.81837013
19505,tecainda,SP,-22.00213886,-51.13602055
19600,rancharia,SP,-22.22842405,-50.90428897
19680,joao ramalho,SP,-22.2499989,-50.76904869
19645,nantes,SP,-22.61861103,-51.23668366
19640,iepe,SP,-22.66084729,-51.07804841
19610,agisse,SP,-24.30668536,-46.97661012
19620,gardenia,SP,-22.22203074,-50.89551977
19700,paraguacu paulista,SP,-22.43086148,-50.57420394
19780,quata,SP,-22.25666744,-50.69492739
19770,oscar bressane,SP,-22.31609957,-50.28414648
19750,lutecia,SP,-22.33918325,-50.39158066
19802,assis,SP,-22.66968006,-50.43328803
19813,assis,SP,-22.64943727,-50.40397698
19800,assis,SP,-22.66791334,-50.41920175
19814,assis,SP,-22.64961538,-50.40686297
19880,candido mota,SP,-22.75269124,-50.38967036
19840,maracai,SP,-22.61273003,-50.66536412
19806,assis,SP,-22.65728231,-50.41657037
19807,assis,SP,-22.64506774,-50.43145177
19801,assis,SP,-22.66933742,-50.40913183
19816,assis,SP,-22.66155047,-50.40483199
19820,taruma,SP,-22.75169425,-50.57394978
19815,assis,SP,-22.65174746,-50.38975851
19803,assis,SP,-22.67965325,-50.44287892
19804,assis,SP,-22.6627224,-50.43776523
19860,cruzalia,SP,-22.74060719,-50.79124084
19830,echapora,SP,-22.42925218,-50.2041376
19865,pedrinhas paulista,SP,-22.81721902,-50.79240914
19870,florinia,SP,-22.90609891,-50.72797853
19870,florinea,SP,-22.9002424,-50.723352
19885,frutal do campo,SP,-22.84212914,-50.51663561
19812,assis,SP,-22.63718198,-50.3971935
19882,nova alexandria,SP,-22.69675112,-50.2919822
19810,assis,SP,-22.6335555,-50.42109375
19882,candido mota,SP,-22.69840599,-50.29265104
19845,sao jose das laranjeiras,SP,-25.39576459,-52.40616673
19845,maracai,SP,-22.6237994,-50.67184234
19912,ourinhos,SP,-22.97625958,-49.86340401
19970,palmital,SP,-22.79140099,-50.21666128
19910,ourinhos,SP,-22.96098771,-49.896313
19906,ourinhos,SP,-22.98945573,-49.87509247
19915,ourinhos,SP,-22.95154816,-49.87602497
19900,ourinhos,SP,-22.97811994,-49.86906779
19905,ourinhos,SP,-22.99964281,-49.88283605
19940,ibirarema,SP,-22.81492067,-50.07367355
19908,ourinhos,SP,-22.97673814,-49.90755143
19911,ourinhos,SP,-22.9720469,-49.87234234
19907,ourinhos,SP,-22.97002802,-49.8796646
19914,ourinhos,SP,-22.97254802,-49.85686165
19990,platina,SP,-22.63444963,-50.2045802
19913,ourinhos,SP,-22.97726021,-49.85731421
19920,salto grande,SP,-22.88076934,-49.97584928
19901,ourinhos,SP,-22.99207162,-49.87209384
19960,campos novos paulista,SP,-22.60382162,-49.99919
19904,ourinhos,SP,-23.01557415,-49.88405408
19902,ourinhos,SP,-22.99868186,-49.86482092
19909,ourinhos,SP,-22.97050707,-49.90661769
19930,ribeirao do sul,SP,-22.7833891,-49.93229977
20010,rio de janeiro,RJ,-22.90247241,-43.17405885
20011,rio de janeiro,RJ,-22.9048126,-43.17623582
20021,rio de janeiro,RJ,-22.90970976,-43.17132227
20030,rio de janeiro,RJ,-22.90863979,-43.17401201
20050,rio de janeiro,RJ,-22.90564695,-43.17888623
20051,rio de janeiro,RJ,-22.90216947,-43.18431802
20040,rio de janeiro,RJ,-22.9068,-43.17662315
20080,rio de janeiro,RJ,-22.90109528,-43.18255873
20031,rio de janeiro,RJ,-22.91064097,-43.17650983
20020,rio de janeiro,RJ,-22.90646349,-43.17565537
20090,rio de janeiro,RJ,-22.89796348,-43.17897083
20081,rio de janeiro,RJ,-22.89610841,-43.18164217
20070,rio de janeiro,RJ,-22.90246252,-43.17990263
20071,rio de janeiro,RJ,-22.90210949,-43.18080246
20061,rio de janeiro,RJ,-22.90591169,-43.18657247
20091,rio de janeiro,RJ,-22.8997535,-43.17764601
20041,rio de janeiro,RJ,-22.90390263,-43.17983082
20060,rio de janeiro,RJ,-22.90730076,-43.18372964
20056,rio de janeiro,RJ,-22.91377971,-43.2507522
20260,rio de janeiro,RJ,-22.9132974,-43.20920671
20250,rio de janeiro,RJ,-22.92048955,-43.20859213
20230,rio de janeiro,RJ,-22.90871488,-43.19380783
20270,rio de janeiro,RJ,-22.92010485,-43.22138203
20241,rio de janeiro,RJ,-22.93276021,-43.19785124
20271,rio de janeiro,RJ,-22.94391056,-43.25477299
20261,rio de janeiro,RJ,-22.92573283,-43.22234727
20221,rio de janeiro,RJ,-22.89709849,-43.18844514
20231,rio de janeiro,RJ,-22.91164122,-43.18354725
20220,rio de janeiro,RJ,-22.9054514,-43.20561545
20211,rio de janeiro,RJ,-22.9104879,-43.20189496
20210,rio de janeiro,RJ,-22.90580878,-43.19400895
20240,rio de janeiro,RJ,-22.917042,-43.18825318
20251,rio de janeiro,RJ,-22.92340961,-43.20650332
20203,rio de janeiro,RJ,-22.79528893,-43.34061053
20397,rio de janeiro,RJ,-22.75481688,-43.10944451
20396,rio de janeiro,RJ,-22.76270833,-43.10933934
20350,rio de janeiro,RJ,-22.90749755,-43.268823
20541,rio de janeiro,RJ,-22.92531913,-43.25369631
20521,rio de janeiro,RJ,-22.92505851,-43.23023281
20560,rio de janeiro,RJ,-22.91880981,-43.2653537
20550,rio de janeiro,RJ,-22.9239805,-43.22589028
20510,rio de janeiro,RJ,-22.93264121,-43.23915878
20520,rio de janeiro,RJ,-22.92931946,-43.23596118
20540,rio de janeiro,RJ,-22.92173311,-43.25868934
20551,rio de janeiro,RJ,-22.91537137,-43.24299621
20511,rio de janeiro,RJ,-22.93348721,-43.24563886
20530,rio de janeiro,RJ,-22.94623548,-43.25548302
20561,rio de janeiro,RJ,-22.92312617,-43.26075218
20531,rio de janeiro,RJ,-22.97429697,-43.28438728
20535,rio de janeiro,RJ,-22.88668519,-43.22727865
20720,rio de janeiro,RJ,-22.90712546,-43.29187014
20756,rio de janeiro,RJ,-22.88609864,-43.3108899
20785,rio de janeiro,RJ,-22.88799811,-43.27113443
20750,rio de janeiro,RJ,-22.88177991,-43.29865833
20770,rio de janeiro,RJ,-22.8984401,-43.28117498
20710,rio de janeiro,RJ,-22.90624767,-43.27548982
20775,rio de janeiro,RJ,-22.89681894,-43.2813082
20745,rio de janeiro,RJ,-22.89965246,-43.30488145
20780,rio de janeiro,RJ,-22.88650136,-43.26883387
20771,rio de janeiro,RJ,-22.8889439,-43.28086938
20730,rio de janeiro,RJ,-22.89702021,-43.30023389
20760,rio de janeiro,RJ,-22.8857684,-43.28869922
20761,rio de janeiro,RJ,-22.8706344,-43.29503638
20740,rio de janeiro,RJ,-22.8960352,-43.32157651
20751,rio de janeiro,RJ,-22.88694452,-43.30459253
20766,rio de janeiro,RJ,-22.86744313,-43.28209582
20735,rio de janeiro,RJ,-22.89834914,-43.28603771
20755,rio de janeiro,RJ,-22.88684712,-43.29711737
20715,rio de janeiro,RJ,-22.91526989,-43.26305674
20765,rio de janeiro,RJ,-22.87902684,-43.27183045
20725,rio de janeiro,RJ,-22.90458535,-43.27965951
20723,rio de janeiro,RJ,-22.90979813,-43.28763663
20776,rio de janeiro,RJ,-22.98931517,-43.34858461
20746,rio de janeiro,RJ,-22.89832197,-43.30574173
20940,rio de janeiro,RJ,-22.89868872,-43.21711792
20920,rio de janeiro,RJ,-22.89141262,-43.22976146
20930,rio de janeiro,RJ,-22.89002472,-43.23590644
20921,rio de janeiro,RJ,-22.89344333,-43.2241307
