geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng,geolocation_customer_id,geolocation_seller_id,,,,
5372,sao jose dos campos,SP,-23.1881352,-45.88770488,#N/A,#N/A,,,,
5428,sao paulo,SP,-23.55998249,-46.69797343,f4219f4850ab92e0b8dd6644f2c71219,#N/A,,,,
5409,sao paulo,SP,-23.55547675,-46.67548531,9303f65ccc8b7cfebfd99aef801ae5cb,#N/A,,,,
5470,sao paulo,SP,-23.53803131,-46.72582985,41530b51298c637fdd179f93c1c9afbb,#N/A,,,,
5406,sao paulo,SP,-23.55575213,-46.67446254,c938988c02e9d1e1a3f96efbd23258aa,#N/A,,,,
5414,sao paulo,SP,-23.56372625,-46.68074872,592931cc5a4663678da3cc8673662ed8,#N/A,,,,
5405,sao paulo,SP,-23.55869477,-46.67321482,987453d06d3ab59975fa08222c80c5f5,#N/A,,,,
5418,sao paulo,SP,-23.56420016,-46.68979979,73e311686e5dc3940033eeb56edebd69,#N/A,,,,
5423,sao paulo,SP,-23.57042235,-46.69256021,dee7ddcec90991cf0c9425681a6cd397,#N/A,,,,
5416,sao paulo,SP,-23.55501491,-46.69227418,9b8ce803689b3562defaad4613ef426f,#N/A,,,,
5417,sao paulo,SP,-23.56536319,-46.68764025,4ff8e39c2ab4a5985c6b772934e2ee3c,f35b3c613c4f7b2275f4185d0a3c59ec,,,,
5415,sao paulo,SP,-23.56396574,-46.68179815,8264e3518163dd09211870b24a5d741d,#N/A,,,,
5449,sao paulo,SP,-23.54542439,-46.70479774,d8b15e859d1c6cbc4c1178953d544cae,#N/A,,,,
5424,sao paulo,SP,-23.57125772,-46.69633123,0f0a3ac189b1fb3e434b25d812909652,ff314fa6033cc68ec451c47aee2d6ba4,,,,
5442,sao paulo,SP,-23.54191093,-46.69769741,870a43c2cb3de01267ee03d76d1200b4,#N/A,,,,
5422,sao paulo,SP,-23.56790086,-46.69203653,40f30baee62a175d0405cd8be810872f,#N/A,,,,
5429,sao paulo,SP,-23.56350295,-46.69917055,e8e5b48e333a470d023ca944e6541d6b,#N/A,,,,
5452,sao paulo,SP,-23.54387863,-46.70758623,501c9cd7188003067cfbe04791e39d5b,#N/A,,,,
5435,sao paulo,SP,-23.55327789,-46.6893865,8228970427bdddfa151f173ad4c9884b,#N/A,,,,
5419,sao paulo,SP,-23.56460272,-46.69092556,8d4537e0c82f0e447a03e88a7113db2c,#N/A,,,,
5410,sao paulo,SP,-23.55465034,-46.67437133,6425d1369b270b096dfcbce176e3c59c,#N/A,,,,
5427,sao paulo,SP,-23.56288136,-46.69656051,0f3a81be69f12da7e2979fd1833e923d,#N/A,,,,
5466,sao paulo,SP,-23.55051616,-46.71891752,031cb9fac5344bf6def68aacea5eafec,#N/A,,,,
5448,sao paulo,SP,-23.54724611,-46.70007506,29dcc155cda9479696b8bf386aca3e1a,#N/A,,,,
5462,sao paulo,SP,-23.55776997,-46.7053803,f7336014fe3c048b2057b456ca3808e1,9ed65337433adfbedefd23dd76eaa494,,,,
5411,sao paulo,SP,-23.5587692,-46.67743726,2b7205e135a29c8709e4fc061f25c750,#N/A,,,,
5433,sao paulo,SP,-23.55753393,-46.68942744,1a155dcdbb18fc4edd3e90297300f570,#N/A,,,,
5459,sao paulo,SP,-23.55823224,-46.70226235,27f79ededcca8576f9fccc6679bd1794,#N/A,,,,
5438,sao paulo,SP,-23.54625068,-46.6909964,62b2dfb55aedc55b13c25efe64e6ecd5,#N/A,,,,
5434,sao paulo,SP,-23.55915852,-46.6924852,ad9b393f25ebd743df490421048e5c91,#N/A,,,,
5458,sao paulo,SP,-23.54333379,-46.7156563,#N/A,#N/A,,,,
5468,sao paulo,SP,-23.53916706,-46.71731557,6074438d127875b560ef2a659c6fa741,1b8b75e227c9a9c100d0c210fb6176ce,,,,
5443,sao paulo,SP,-23.54865426,-46.69468554,652dd9e1eab2777d504a091894b1d2fe,#N/A,,,,
5477,sao paulo,SP,-23.55217115,-46.72178057,bc5f82b8b5dd3a9ce329068716583779,#N/A,,,,
5450,sao paulo,SP,-23.54887935,-46.70528502,32ef00faaec28f844c83dd9856d67177,#N/A,,,,
5465,sao paulo,SP,-23.55406967,-46.71428382,fb214d0a7d0085dd093f3912a4e8844b,#N/A,,,,
5469,sao paulo,SP,-23.54175424,-46.71901757,c99704d45e509477b708b7ed594fb324,#N/A,,,,
5441,sao paulo,SP,-23.5489327,-46.69399157,a9e6c48378ae343339cc2c6f85fb6cab,#N/A,,,,
5413,sao paulo,SP,-23.55998526,-46.67937773,641eedb16cd803ea21bb51f4f76b9b55,3442033154be05bac582e173ef54fd12,,,,
5432,sao paulo,SP,-23.55156725,-46.69325969,1dcf37da2946cd5a450289683d39887b,#N/A,,,,
5412,sao paulo,SP,-23.56235711,-46.67628833,e56deedc7951fdaf2ceeb5607dda0fe6,#N/A,,,,
5467,sao paulo,SP,-23.54419845,-46.71684317,#N/A,#N/A,,,,
5455,sao paulo,SP,-23.53689214,-46.71311138,569c1a1374856d156162de1421ad9f59,dc8798cbf453b7e0f98745e396cc5616,,,,
5445,sao paulo,SP,-23.550651,-46.69978398,8da8819c5808c4bd18ccf60153c44ff4,#N/A,,,,
5408,sao paulo,SP,-23.55699979,-46.68046621,abf6671124e009ac0b59ca2a8a3ecf3a,#N/A,,,,
5436,sao paulo,SP,-23.5526451,-46.68261305,d1ea36182f1ea8b7ad99e6ffaa8b39a7,#N/A,,,,
5461,sao paulo,SP,-23.54395567,-46.72276896,#N/A,#N/A,,,,
5402,sao paulo,SP,-23.5708425,-46.6905825,adcaeeb04652f5b33cd90d497c6cadd8,#N/A,,,,
5451,sao paulo,SP,-23.54341627,-46.70487563,1004c05877ddf8196ad1341ca602e628,#N/A,,,,
5421,sao paulo,SP,-23.56624626,-46.69120188,9f340837a355b99272f81b612f396566,#N/A,,,,
5425,sao paulo,SP,-23.57380284,-46.69770324,b8718c4bc8bcd8bf3cbc7500d9092c10,#N/A,,,,
5404,sao paulo,SP,-23.55996702,-46.67722842,728c8233f4259c2252c6c35692079286,#N/A,,,,
5401,sao paulo,SP,-23.55739051,-46.6664079,2c5aa0da1dbbea77b743d83340ec4b4d,#N/A,,,,
5446,sao paulo,SP,-23.55505322,-46.70007391,2228a3a881e33aa73e7958a61332cc35,#N/A,,,,
5437,sao paulo,SP,-23.54423884,-46.69384466,4067ca2fbdff1cd37626acf984f56f4b,#N/A,,,,
5407,sao paulo,SP,-23.55516972,-46.67758739,541b8feff9af77de5253a26c7b2dd7b9,#N/A,,,,
5420,sao paulo,SP,-23.56863061,-46.68800591,d48a6843713e8c244485569deb121499,#N/A,,,,
5439,sao paulo,SP,-23.54899442,-46.689433,bf77f570c34b1a6960353879d4ba4414,#N/A,,,,
5403,sao paulo,SP,-23.55851373,-46.66867985,3d9511a1f386dd62e326b7bee5b1066e,#N/A,,,,
5472,sao paulo,SP,-23.549589,-46.718019,#N/A,#N/A,,,,
5426,sao paulo,SP,-23.56660452,-46.69490337,#N/A,#N/A,,,,
5454,sao paulo,SP,-23.544102,-46.710332,3e7b2479252ab3087413e44eb3354263,#N/A,,,,
5471,sao paulo,SP,-23.53824788,-46.72530352,#N/A,#N/A,,,,
5453,sao paulo,SP,-23.5440169,-46.70861601,27825339ee68f66f6b35790ece4052fa,#N/A,,,,
5440,sao paulo,SP,-23.54649031,-46.69229743,11939d73fbc698c56a82e59a34e2bc77,#N/A,,,,
5444,sao paulo,SP,-23.55942118,-46.69470547,9d1ad1c80967c646f17783f8741c75e8,#N/A,,,,
5463,sao paulo,SP,-23.55597907,-46.70943242,b5754c1cf001e3e816ba20df67cd667a,#N/A,,,,
5460,sao paulo,SP,-23.5481244,-46.7136928,84246f284e7d0de50e53ac2abf96ca98,#N/A,,,,
5447,sao paulo,SP,-23.5473975,-46.698129,cc3bdf6a182c405c2503f77648fafc2a,#N/A,,,,
5400,sao paulo,SP,-23.55697379,-46.67603639,#N/A,#N/A,,,,
5464,sao paulo,SP,-23.54955593,-46.71503145,5207b0ef4cd1e2df50d660995a6ca90d,#N/A,,,,
5567,sao paulo,SP,-23.59055299,-46.79112846,9ca3c3cb222efba635805f6fefc8961e,#N/A,,,,
5572,sao paulo,SP,-23.59688585,-46.79431021,10b157911f208e4c7a66b91bbc9c351d,#N/A,,,,
5550,sao paulo,SP,-23.57963153,-46.78179246,16826653dc051ac61430958fb64daf1b,#N/A,,,,
5574,sao paulo,SP,-23.59058228,-46.80236036,01268a9cd062a41dbaebe24bd8b07cbf,#N/A,,,,
5577,sao paulo,SP,-23.583555,-46.7779905,f280548eca7d2b0ef9da3fc572df42ce,#N/A,,,,
5549,sao paulo,SP,-23.59781529,-46.76950915,2346308634084083a80df78332c411dc,#N/A,,,,
5531,sao paulo,SP,-23.57959664,-46.72093576,e65566ca7c20dc6d217ca2849f419836,#N/A,,,,
5564,sao paulo,SP,-23.5876906,-46.76379987,db14bb23cc4a6f37a93a9e29660eea29,#N/A,,,,
5542,sao paulo,SP,-23.58677108,-46.74898374,0b280cd2ad379473688c1be86b9056e7,#N/A,,,,
5588,sao paulo,SP,-23.57574504,-46.74085825,a6f70f3c902c49b84554a30505e9f539,dbd66278cbfe1aa1000f90a217ca4695,,,,
5516,sao paulo,SP,-23.58346067,-46.71710992,fb8d9638e7705015275c6ff9185a57c7,#N/A,,,,
5528,sao paulo,SP,-23.59339563,-46.75787536,e3109970a3fe8021d5ff82c577ce5606,d9e8c084b68fe958861d8f2c21202e6b,,,,
5527,sao paulo,SP,-23.59935978,-46.75121407,ffe51ba924ffabbb6e1ec2c92e582851,#N/A,,,,
5583,sao paulo,SP,-23.58246586,-46.78823345,815521f5cf1f66880d30d192f5935a9d,#N/A,,,,
5595,sao paulo,SP,-23.58085566,-46.74244326,3e05c1ad118dc0a4304a93b6b6012d5c,63bc58679c44e8a998792119fd7ad23e,,,,
5514,sao paulo,SP,-23.57810278,-46.71391289,444bb369d4ab45ab9e65a78c4a2904dd,#N/A,,,,
5545,sao paulo,SP,-23.58503018,-46.76811553,ee3dd978021aef55ba8a583afd608049,#N/A,,,,
5520,sao paulo,SP,-23.59688064,-46.74000762,da9d48cb8449edad3619186b3dd0c180,#N/A,,,,
5551,sao paulo,SP,-23.58872637,-46.76168438,ea65ed9eccb0fbc782b22c52d38ec8cf,#N/A,,,,
5586,sao paulo,SP,-23.569668,-46.727281,855b3bf88a29a543905f5d4f10860f7d,#N/A,,,,
5539,sao paulo,SP,-23.57898282,-46.72990412,241f39fba4b7707ec98ec5c226d7a143,#N/A,,,,
5508,sao paulo,SP,-23.55751035,-46.71974432,3061eb40f0271a2795e05c2a28f0d9db,#N/A,,,,
5544,sao paulo,SP,-23.59363986,-46.76698941,03239979fa7a96497a4524c1af699b47,#N/A,,,,
5533,sao paulo,SP,-23.58486958,-46.72851984,d12f2a65a5ccfa86a9ee99bc823dd026,#N/A,,,,
5596,sao paulo,SP,-23.5812137,-46.7453496,0bc6abbafdd2f89eb203507e7f1fc11d,#N/A,,,,
5590,sao paulo,SP,-23.5746705,-46.73328225,3469ebe2f9aa5e08f1a85ecf20b549e0,#N/A,,,,
5502,sao paulo,SP,-23.56008608,-46.71047525,98baaf70b26bcffb3afc2832343f350f,#N/A,,,,
5594,sao paulo,SP,-23.58260453,-46.73785581,c9449e3fd9b76b6495a0fdf2a49e4711,8fff28c4263ddec387f28d237fb42773,,,,
5587,sao paulo,SP,-23.57094048,-46.73152324,2aa42c33faa0688068c11abd00378113,#N/A,,,,
5547,sao paulo,SP,-23.59582246,-46.77691311,c9b6c820eb45e89a822c0467eb468c74,918717417d88a9f9ae9735567e6c7682,,,,
5521,sao paulo,SP,-23.59057843,-46.73025262,48cabebc3016b12079f4d41904c645b3,#N/A,,,,
5541,sao paulo,SP,-23.58818169,-46.74083316,bf06e66b68359a1b2b57f347bf4d6a47,#N/A,,,,
5565,sao paulo,SP,-23.59644437,-46.79121165,23e96758fd640560e9b1fbcda90abfc4,#N/A,,,,
5512,sao paulo,SP,-23.57604855,-46.70754878,230000e13e6a4b51c5ffa72c79cf9dcd,#N/A,,,,
5571,sao paulo,SP,-23.59266005,-46.79704031,a1e65f5f12d39fd6d16d0f74cf754dec,432c67955c0acd1fd6b0b5d678766a71,,,,
5570,sao paulo,SP,-23.60479743,-46.79999081,521a87ca8dc6b61ccc88f0ac1ce2ab00,#N/A,,,,
5580,sao paulo,SP,-23.57362347,-46.71755338,a5cd42f5d1eecbf955de47ff1245b5d6,#N/A,,,,
5529,sao paulo,SP,-23.59362061,-46.75174211,26998936d88eec76dd047cf0ff634fe5,#N/A,,,,
5592,sao paulo,SP,-23.57826826,-46.73747021,43f6b439df8e443370c109de1a302cd0,#N/A,,,,
5518,sao paulo,SP,-23.58537179,-46.72678427,ce3d832b10ed3bab7c106b9a295e31fc,#N/A,,,,
5591,sao paulo,SP,-23.58001747,-46.73346263,a050cd2edce49d430222e6019fa50fd2,#N/A,,,,
5585,sao paulo,SP,-23.57140886,-46.72313449,cab4cad0f7657576558c907ad8e307fd,#N/A,,,,
5513,sao paulo,SP,-23.58509185,-46.72014422,#N/A,#N/A,,,,
5584,sao paulo,SP,-23.57861883,-46.79050335,cc39c95f4a46addd1f64da1ea88f95fb,#N/A,,,,
5537,sao paulo,SP,-23.58374909,-46.73472062,c0464fc43033013d56d9ea076ccf6065,96493fab2fbb13a14d0c0e8772eef5c3,,,,
5524,sao paulo,SP,-23.59517619,-46.74183651,676d6d9a4865e261e3df7dc505e3383b,0a82f5fb06a4fe4ac2cf7cb412ec71b8,,,,
5540,sao paulo,SP,-23.57400655,-46.72093092,3910c33668214cdc86cbb373ef2d75b0,#N/A,,,,
5576,sao paulo,SP,-23.58734081,-46.79203581,f2bd5ae9eb801a97a18ab5a172c2034a,#N/A,,,,
5535,sao paulo,SP,-23.5821973,-46.7318918,ff63f83bb3b2dc9a2df626cefbddda8b,#N/A,,,,
5519,sao paulo,SP,-23.59096445,-46.73175016,479042bb5a72e8629f8e6dfcc512ba4f,#N/A,,,,
5523,sao paulo,SP,-23.59282959,-46.73979117,8a46409d77e905aa6359b32873fd2a1f,#N/A,,,,
5509,sao paulo,SP,-23.56221662,-46.71198141,5f82b6799f7f5bda22833caafe7e8cd2,#N/A,,,,
5536,sao paulo,SP,-23.59000691,-46.737891,7e3ecd4f189f8cd2ad16297184816cfb,#N/A,,,,
5530,sao paulo,SP,-23.57707304,-46.71994264,#N/A,de23c3b98a88888289c6f5cc1209054a,,,,
5582,sao paulo,SP,-23.57131893,-46.72031085,e04a3d281699153ba8b1028ec74d0169,#N/A,,,,
5522,sao paulo,SP,-23.59153082,-46.73618747,5597e2823e3f5d316e5cb6b85f780ef7,a5ff20ff766e7f50bd5066f33da14413,,,,
5543,sao paulo,SP,-23.58704839,-46.75402491,9ece33b07f80053801f77aaf3ea3c87b,#N/A,,,,
5581,sao paulo,SP,-23.57324153,-46.72474234,cce67659e9d04865a064779206b7f545,#N/A,,,,
5579,sao paulo,SP,-23.57017137,-46.71274396,f7457bbcdd912ef2a847361418a2c67a,#N/A,,,,
5507,sao paulo,SP,-23.56798252,-46.7108552,#N/A,#N/A,,,,
5593,sao paulo,SP,-23.58221682,-46.73608282,051471ca58786b55a780eddd05465e89,#N/A,,,,
5568,sao paulo,SP,-23.59163978,-46.78520787,2eedcb04a74d694298ff6588c5520cce,#N/A,,,,
5525,sao paulo,SP,-23.60441343,-46.74862601,417c7df70d52762bbbf1907911c901cc,#N/A,,,,
5515,sao paulo,SP,-23.57945781,-46.71400648,7c0916e6c811c2a6916d2ed0a2f1bf49,#N/A,,,,
5566,sao paulo,SP,-23.58950441,-46.79407484,#N/A,#N/A,,,,
5546,sao paulo,SP,-23.58550289,-46.76862599,6a62a87141a2d2f37d565bab22fda161,#N/A,,,,
5517,sao paulo,SP,-23.58453095,-46.72268667,#N/A,#N/A,,,,
5511,sao paulo,SP,-23.5774794,-46.70843941,65e5225058cf3dbaca1cdffb7c575dc1,#N/A,,,,
5560,sao paulo,SP,-23.5895007,-46.78020185,8bbf21f65f542300bbf3ef6012820922,#N/A,,,,
5526,sao paulo,SP,-23.60129797,-46.74589362,#N/A,#N/A,,,,
5510,sao paulo,SP,-23.57078035,-46.70900621,357ea86137051c554e5a5f673ad8e14a,#N/A,,,,
5503,sao paulo,SP,-23.57108446,-46.70899252,1396bd8f880391136e575e2176f68157,25e6ffe976bd75618accfe16cefcbd0d,,,,
5569,sao paulo,SP,-23.59961175,-46.79161571,1d3dbe6581f7349da12dcf287edf231c,#N/A,,,,
5578,sao paulo,SP,-23.575329,-46.71174825,#N/A,#N/A,,,,
5501,sao paulo,SP,-23.57056312,-46.70599889,eab2880591a21d4581a807d98d67f489,#N/A,,,,
5563,sao paulo,SP,-23.60074507,-46.78544613,#N/A,#N/A,,,,
5589,sao paulo,SP,-23.57694194,-46.73865149,97be631d09715d48d5fdc90d8bdc8d9f,#N/A,,,,
5573,sao paulo,SP,-23.58526375,-46.74059246,90830dbb673d83c46f791a44b9a0c838,#N/A,,,,
5505,sao paulo,SP,-23.56544284,-46.70931093,f1a302b1bf40fa1112e7cc6341de9368,#N/A,,,,
5506,sao paulo,SP,-23.56241621,-46.70719731,#N/A,#N/A,,,,
5532,sao paulo,SP,-23.57798873,-46.72482338,#N/A,#N/A,,,,
5534,sao paulo,SP,-23.60175672,-46.7509264,#N/A,#N/A,,,,
5538,sao paulo,SP,-23.5885045,-46.7378698,3f7029d9b98a47370cd5f3a97adcbccd,#N/A,,,,
5692,sao paulo,SP,-23.62047777,-46.70489432,24a982bba67ae6828be5c20e4b24dbf7,#N/A,,,,
5641,sao paulo,SP,-23.61998303,-46.73733714,e6b790c480ba073afae50cd81e66c2f9,#N/A,,,,
5672,sao paulo,SP,-23.58881333,-46.69699394,#N/A,#N/A,,,,
5618,sao paulo,SP,-23.59056042,-46.72383838,d20bc6c62112b142b4644ae1420c97aa,#N/A,,,,
5617,sao paulo,SP,-23.59021834,-46.71979532,97ac197efaaa8d142ed342ebe6a27365,#N/A,,,,
5630,sao paulo,SP,-23.61280234,-46.7393106,39ea5fecfa8dd33f8dc7abb45fb29d82,#N/A,,,,
5628,sao paulo,SP,-23.60207,-46.73361059,a3c9df311c6c863a480fadd5c078c56b,#N/A,,,,
5657,sao paulo,SP,-23.6163702,-46.71383076,44ecc84cbb68a3b1cd5015298222b71a,#N/A,,,,
5639,sao paulo,SP,-23.60949203,-46.73801204,ed9da2d95422298564f9b69b0ca6224c,6e864f5c4669eff3d98140a07cc50202,,,,
5676,sao paulo,SP,-23.59906477,-46.69707283,248707f9a94a18492fcd8bd5496b67ae,0249d282d911d23cb8b869ab49c99f53,,,,
5640,sao paulo,SP,-23.62705348,-46.73637583,a51ebdfce7cdd6930370083085f240c6,#N/A,,,,
5659,sao paulo,SP,-23.61120965,-46.72386238,167510ce303457c530c3766d431b9e35,#N/A,,,,
5685,sao paulo,SP,-23.60842234,-46.70497568,b3089a062b28ec2e5acb0e545c078ed5,28ea411b354f14b1a494be4e79f0ce02,,,,
5625,sao paulo,SP,-23.59111995,-46.72995539,2db1214d4615da67d9b35f7084542bdf,#N/A,,,,
5616,sao paulo,SP,-23.58725995,-46.71949672,b37c31e2ae4a6cec098a2e0f5ffa71ad,5882f40daf39bc2a465e0cb453ddc222,,,,
5690,sao paulo,SP,-23.61605568,-46.70422185,e557c28ccd3c3442c255d8f05d8b2b4b,#N/A,,,,
5642,sao paulo,SP,-23.62391684,-46.73498587,dc14b28f0cd12423fbc1c9b77592cd44,#N/A,,,,
5688,sao paulo,SP,-23.60666796,-46.7092825,a55ff18e4390604bedf99daa85a288cc,#N/A,,,,
5633,sao paulo,SP,-23.5995803,-46.74046628,d0bb01793503cda781a4a5fb7c8aeea8,#N/A,,,,
5634,sao paulo,SP,-23.60834921,-46.73536442,bfe61f867018463e12adfcefcfd52652,f918546be4bec7104d117789ba758b2b,,,,
5614,sao paulo,SP,-23.59777282,-46.71044338,2a55f5f7dd2da40cfae2c503aa7626a9,#N/A,,,,
5655,sao paulo,SP,-23.60806732,-46.71870143,656ab3f2a983a8f929dac5a5c00a9edb,#N/A,,,,
5683,sao paulo,SP,-23.60610211,-46.70830448,b64b895a846f1bc23c1d74ddd9947bd3,#N/A,,,,
5662,sao paulo,SP,-23.61064963,-46.72621973,a1a0692a3acbcfe9ec59eb2510936414,#N/A,,,,
5615,sao paulo,SP,-23.587322,-46.71691466,cacb81c4dc25b485bb02073b02d40313,446cc09cdbb130904da114e807dbec40,,,,
5603,sao paulo,SP,-23.57601838,-46.70376421,#N/A,#N/A,,,,
5638,sao paulo,SP,-23.60919424,-46.73799176,c5c32cfb1971f9cb50b5f7a06e6d09ce,#N/A,,,,
5687,sao paulo,SP,-23.60894923,-46.70880516,d4673d428a33789705f5a5435273f6de,#N/A,,,,
5609,sao paulo,SP,-23.58148811,-46.70849486,d0cc420e8f6516d5fda6490ce1358c56,#N/A,,,,
5606,sao paulo,SP,-23.58013674,-46.70585137,50bcce86319ecdf2df1edeae7272a38e,#N/A,,,,
5679,sao paulo,SP,-23.60432395,-46.70316317,6fc7836276b8f6772133106f0d3bbe55,#N/A,,,,
5665,sao paulo,SP,-23.62006511,-46.72171512,bf4f36435b3455724b722f62bfd07991,#N/A,,,,
5619,sao paulo,SP,-23.59238764,-46.72709256,44ad33d49b814b211776dc5002fbc561,#N/A,,,,
5661,sao paulo,SP,-23.6054693,-46.72710418,d52487b960f7df5994f82f0a5de2fd06,#N/A,,,,
5632,sao paulo,SP,-23.59978148,-46.73530029,3e908e835fed1043fef69ddc2b455454,0d33a55da925bbf1ff02af5f6059fc7f,,,,
5621,sao paulo,SP,-23.59960671,-46.72349638,7b92d2af2f3ce0611b68dfbc5db7870f,#N/A,,,,
5663,sao paulo,SP,-23.61480284,-46.72500444,372c809b0a64a795234e537135754dc6,#N/A,,,,
5613,sao paulo,SP,-23.59271175,-46.7115766,1f861ae5826135b3fdedebc29fed1fb0,#N/A,,,,
5693,sao paulo,SP,-23.62018184,-46.70281581,#N/A,#N/A,,,,
5670,sao paulo,SP,-23.58636465,-46.69528771,#N/A,#N/A,,,,
5658,sao paulo,SP,-23.60414238,-46.72178356,c56d35b9a9d16dbacf20923026c3a06a,#N/A,,,,
5674,sao paulo,SP,-23.59093425,-46.69966047,#N/A,#N/A,,,,
5691,sao paulo,SP,-23.61640963,-46.70783765,#N/A,#N/A,,,,
5622,sao paulo,SP,-23.60455309,-46.726091,7fc45d4d0cd51ddc60a2fa60545d3fe5,#N/A,,,,
5686,sao paulo,SP,-23.61757126,-46.70260664,38d161baf388ee7ea0a737483359f8b8,#N/A,,,,
5664,sao paulo,SP,-23.61813267,-46.72177931,64ebc89fe827e44bf4c57f7e22676e12,#N/A,,,,
5660,sao paulo,SP,-23.61950673,-46.72681977,#N/A,#N/A,,,,
5684,sao paulo,SP,-23.60608578,-46.70428515,6b6250301e22444b703a4d0c5c9c099c,#N/A,,,,
5675,sao paulo,SP,-23.59843346,-46.70202364,d307fb8968cc26ea1d0b127c2ede2650,#N/A,,,,
5635,sao paulo,SP,-23.60249062,-46.73494687,e3e9f4e9f627f0be4418ae5334bcc0c2,#N/A,,,,
5624,sao paulo,SP,-23.59456298,-46.72783455,59b2f4f1611eb365ba738a5747caf5a6,7963e546f34e098b578f9ad102494601,,,,
5612,sao paulo,SP,-23.59296483,-46.70855381,0295853908b4ba8c84a8e8b550eef3a1,#N/A,,,,
5627,sao paulo,SP,-23.5947415,-46.73237259,ccd94a43aabce2b984aa4945839059c2,#N/A,,,,
5678,sao paulo,SP,-23.59750477,-46.70475611,1ddcc619647ca008fdc24f8302c8573f,#N/A,,,,
5626,sao paulo,SP,-23.59459567,-46.73544152,61260c512475ab1d7519b332199e8c1d,#N/A,,,,
5623,sao paulo,SP,-23.59636116,-46.72563468,72a8edc8e8a114c2ac359da8623154d3,#N/A,,,,
5629,sao paulo,SP,-23.60319871,-46.73059743,5a8bcefa560e13f342a71b62bf94ac17,#N/A,,,,
5653,sao paulo,SP,-23.60116312,-46.71666864,1a00c0fbcc12796d898b5b4a368ea94a,#N/A,,,,
5652,sao paulo,SP,-23.59929133,-46.71701511,4a17798a547f3b8f2083ccbf758fb53d,#N/A,,,,
5654,sao paulo,SP,-23.60586261,-46.71580612,#N/A,#N/A,,,,
5656,sao paulo,SP,-23.61171629,-46.71837572,e85024e93f9187f32e5e15d902a52021,#N/A,,,,
5605,sao paulo,SP,-23.59180098,-46.70513936,#N/A,#N/A,,,,
5610,sao paulo,SP,-23.58677395,-46.70683302,#N/A,#N/A,,,,
5673,sao paulo,SP,-23.58857992,-46.69831,0634cc5ac85b1f3049dbe5ef6f30b008,#N/A,,,,
5651,sao paulo,SP,-23.59568668,-46.71941159,#N/A,#N/A,,,,
5611,sao paulo,SP,-23.5855469,-46.71315652,aec43290803fc74ac83844dd7d6005e6,#N/A,,,,
5608,sao paulo,SP,-23.58003516,-46.70495098,#N/A,#N/A,,,,
5602,sao paulo,SP,-23.57695362,-46.70471236,#N/A,#N/A,,,,
5671,sao paulo,SP,-23.5871594,-46.69516108,#N/A,#N/A,,,,
5601,sao paulo,SP,-23.5778039,-46.70280208,5f094bc01990b97538d746f0cee0e7b7,#N/A,,,,
5620,sao paulo,SP,-23.59342079,-46.72339217,#N/A,#N/A,,,,
5650,sao paulo,SP,-23.53281597,-46.70520181,10bb14670e48f06473415ea7433f7143,#N/A,,,,
5604,sao paulo,SP,-23.58657545,-46.69865639,#N/A,#N/A,,,,
5782,sao paulo,SP,-23.65280171,-46.76828364,ec862d3ecc84eb50ec17e5c261d55088,65a7c0788e4d632ccb5e1b594b87f0bb,,,,
5783,sao paulo,SP,-23.64468551,-46.76780446,671186c545524a3f09fc6960c23bf20f,#N/A,,,,
5761,sao paulo,SP,-23.63460337,-46.76865205,62e016618dc55343014a69634e2248d9,#N/A,,,,
5778,sao paulo,SP,-23.64054058,-46.75217512,743f8a089b90659ceca3d124851fec56,#N/A,,,,
5741,sao paulo,SP,-23.61182165,-46.7470504,54b09520cfa9b25154c878438bbd3258,b7e1750c1157341d2abd0251e07c186b,,,,
5756,sao paulo,SP,-23.6223789,-46.75619956,6c39ef98910795402cb3b375983b147d,deaadd805612bf94faaa9fa702516e11,,,,
5726,sao paulo,SP,-23.62478253,-46.74035377,6b09c9068f0143baa594184b79cfc99f,#N/A,,,,
5735,sao paulo,SP,-23.62626139,-46.75142153,9801a1119c91032c99a15a846d4f5aa0,#N/A,,,,
5794,sao paulo,SP,-23.64183953,-46.76894056,59b7bf209533f09866b42a6ea7076666,#N/A,,,,
5724,sao paulo,SP,-23.63073694,-46.73651846,563c9edb84368a0b4549c5fe109ea12b,#N/A,,,,
5758,sao paulo,SP,-23.63034222,-46.76340287,64be2340e952f10ca10afdc59a83d754,#N/A,,,,
5765,sao paulo,SP,-23.63034542,-46.7549756,0763c0d40237127124928fd4bfbcb690,#N/A,,,,
5785,sao paulo,SP,-23.62183552,-46.76420516,5c7f8d14a0a12198d1d07167d7d343b3,#N/A,,,,
5734,sao paulo,SP,-23.62615315,-46.74691974,c39bbcffc6e2a782a4ad8ab65c6f2f96,903037660cf848a717166eb7a06d616e,,,,
5705,sao paulo,SP,-23.62548226,-46.72148081,1d8d049d2320a51520300f4b41dae8f8,c3acdfac4e3e97ff87529454fbc03642,,,,
5777,sao paulo,SP,-23.64848693,-46.75818167,3effc3bb383adcc73f87325741458c05,#N/A,,,,
5717,sao paulo,SP,-23.6355617,-46.73325836,fb1b98818522e9988313fb3e53ace07d,#N/A,,,,
5759,sao paulo,SP,-23.62992811,-46.76822669,f948127c1046ac5b25e3a009988c2b6a,#N/A,,,,
